"1101 
ITインフラ構築プロジェクトにおけ る効率化及び品質向上に向けた取り 組みと有効性検証 
金山淳一(日立製作所)"
"1102 
基幹システムのクラウド移設におけ るリスクマネジメント計画と実践 
石井悠(日本電気)"
"1103 
デジタル社会の実現に向けたデータ 利活用案件における要件調整プロセ スの提案 
後藤大介(富士通)"
"1104 
他社構築システムにおけるレガシー マイグレーション対応事例 
西脇英幾(NECソリューションイノ ベータ)"
"1105 
多国籍マルチベンダーのSaaSを活用 するシステム開発のプロジェクト計 画と管理 
大野彩(日本アイ・ビー・エム)"
"1106 
大規模ミッションクリティカルシス テムにおける商用維持管理作業の品 質管理に関する考察 
市岡亜由美(NTTデータビジネスシス テムズ)"
"1107 
大規模プロジェクトにおけるマトリ クス組織型の現場マネジメントを経 験して考えたこと 
豊島直樹(SOMPOシステムズ)"
"2108 
大規模プロジェクトの上流工程マネ ジメント 
吉田政史(日立製作所)"
"2109 
自動化ツールを活用した大量データ 移行案件におけるプロジェクトマネ ジメントの考慮点 
山廣佑樹(日本電気)"
"2110 
ニューノーマルな働き方における中 途採用者のプロジェクト受け入れ時 のコミュニケーションマネジメント 
深澤和哉(日本アイ・ビー・エムデ ジタルサービス)"
"2111 
BPOサービス開発プロジェクトにお けるプロジェクトマネジメントの留 意点 
山下浩徳(日本電気)"
"2112 
パッケージ導入時の設定変更作業の 取り組み 
廣川陽祐(日本アイ・ビー・エム)"
"2113 
複数の検知手段を組み合わせ実施す るプロジェクトリスク点検活動 
海堀修(NECソリューションイノベー タ)"
"2114 
大規模開発案件輻輳プロジェクトに おけるCOCOMOモデル活用事例 
豊田玲子(日立製作所)"
"1201 
予兆モデルを活用したプロジェク ト失敗の予兆検知 
鈴木宏明(日立製作所)"
"1202 
利他的行動の導入による顧客志向 行動の理論的考察 
中原あい(文教大学)"
"1203 
スループットのモニタリングに基 づいたサービスデスク改善活動 
吉田昇平(リクルート)"
"1204 
コミュニケーションにおける対立 と配慮の関係の調査 
蘇振博(千葉工業大学)"
"1205 
業務システムの障害を撲滅する 「日別・変化点別リスクマネジメ ント手法」 
藤崎聡(日本アイ・ビー・エムデジ タルサービス)"
"1206 
コロナ禍及びDX時代における保守 運用チームのコミュニケーション に関する一考察 
梅本里史(NTTデータ関西)"
"1207 
保守プロジェクトにおける品質向 上施策の最適化について 
鈴木啓介(日本アイ・ビー・エム)"
"2208 
機能共鳴分析手法FRAMを用いた CCPM適用時の分析法の検討 
日下部茂(長崎県立大学)"
"2209 
統計数理モデルのメタモデル化の 試み 
福田淳一(SAS Institute Japan)"
"2210 
PBL(探求学習)とプロジェクトマネ ジメントの関連性 
北畑紀和(キンドリルジャパン テ クノロジーサービス)"
"2211 
ユーザーとの共創を促進させる実 践的教育 
石原寛紀(日本アイ・ビー・エム)"
"2212 
プロジェクト・マネジメントスキ ル向上事例紹介 
内川奈津希(日本アイ・ビー・エム デジタルサービス)"
"2213 
プロジェクトの重要成功要因であ る顧客ニーズを具現化する価値提 供人材育成の取組 
原田雄一(NTTデータ)"
"2214 
プロジェクト・リスクの傾向と効 果的なリスク・マネジメント 
宮田政樹(日本電気)"
"1301 
PMの行動変容を目指した主体的か つ対話的なプロジェクトマネージ メント教育の実践 
杉野晴江(NECソリューションイノ ベータ)"
"1302 
気づきに着目したPM育成の一考察 
辻川直輝(NTTデータカスタマサー ビス)"
"1303 
複数の小規模プロジェクトを担う プロジェクトマネージャーの育成 
高橋達也(日本アイ・ビー・エムデ ジタルサービス)"
"1304 
PM育成における『ダブルPM』の有 用性に関する考察 
久保恭彦(日立システムズ)"
"1305 
プロセスマイニング技術を活用し た超短期間でのDX人材育成事例 
中山翔太(NTTデータ)"
"1306 
プロジェクトの成功確保に向けた メンバの離任防止策に関する研究 
青柳福美(文教大学) 
発表中止"
"1307 
達成感を得ながら成長意欲を促 す、人材育成活動の提案 
畑伸二郎(日本電気)"
"2308 
若手PMの育成 
湊陽介(日本アイ・ビー・エムデジ タルサービス)"
"2309 
PDPC法を応用したPMメンタリング 指導の工夫と配慮 
角正樹(NTTデータユニバーシティ)"
"2310 
プロジェクトマネージャ育成にお ける課題管理について 
菊池広明(日立製作所)"
"1401 
レジリエンスを導入した情報シス テム開発プロジェクト・チームの 編成に関する研究 
荒木寿珠(文教大学)"
"1402 
ボトルネック解明がIT運用業務の リードタイムを劇的に短縮させた 事例と考察 
石井太一(リクルート)"
